sent1,sent2,is_duplicate
"Das Armband passt garnicht an die Uhr, weil das Verbindungsstück statt 20mm, 21mm groß ist und garnicht rein passt",Bin nicht zufrieden mit dieser Lotion. Fettet sehr und zieht sehr langsam ein. Artikel nicht wie beschrieben. Nicht zu empfehlen!!!,1
Der Touchscreen ist sehr schwer. Hatte mir mehr davon versprochen.,"Ich nahm leider erstmal an, dass mein Akku nicht mehr will mit der so gut wie doppelten Power wie zu meinem alten Gerät läd diese Stadion sehr gut auf, bei dem S6 liegt leider die Kamera zw. der Platte somit kann das Handy nicht maximale Berührung mit der Station bringen, daher ein Stern abzug, es ist für den Preis denke deutlich gesünder als gleich ein neues Handy, dazu lädt es auch das Handy auf wenn es horizontal liegt z.B. wenn man eine serie von amazon prime sieht, somit muss ich nicht mehr unnötige Halterungen mir jedesmal basteln:)",0
Der runde Spitzenschutz kam einen Tag früher als angegeben. Das Plastik fühlt sich stabil an und sieht milchig transparent aus. Ich habe eine ganz einfache Schultüte in der Größe 70 cm gekauft um sie noch verzieren zu können. Bei meinem Rohling hat der Spitzenschutz ein paar Millimeter Spiel und liegt nicht richtig fest an. Aber ich denke mit einem Klecks (Heiß-) Kleber wird die Plastikkappe für diesen einen Tag halten.,"Wurde in der falschen Farbe geliefert. Silber war bestellt, weiß wurde geliefert. Leistung ist gut. Gerät ist sehr laut. Schlafen im selben Raum nicht möglich. Timereinstellungen sind minimal: nur Abschalten nach x Stunden oder Einschalten nach x Stunden.",0
Hab schon bessere Filme gesehen,Super schnell geliefert wie immer . Leider ist das versprochene Zubehör nicht mit geliefert worden. iPad ist top super Funktionen.,1
Der Ring färbt nach kürzester Zeit ab. Kein Edelstahl. Echt enttäuschend. Kein Umtausch möglich :-(,Also. Ich hatte vor der Bestellung Maß genommen und bin nach der Größentabelle gegangen. Es hat überhaupt nicht gepasst. Es war viel zu groß. Das Material war auch viel zu dünn. Es hat ausgesehen als hätte ich einen Kartoffelsack an. Eigentlich hatte ich mich darauf gefreut. Allerdings ist es innerhalb des angegeben Zeitraum bei mir eingetroffen. Was den Verkäufer angeht werde ich im Verkäufer-Feedback angeben. Da bin ich mehr als nicht zufrieden.,1
Die Kamera ist für 4-jährige leicht zu bedienen. Sie ist wirklich nur als Spielzeug gedacht. Die Bilder sind nicht verwendbar. Aber das Kind war begeistert.,Man merkt sehr schnell das diese Controller die wesentlich günstigere Variante ist. Jedoch liege sie besser in der Hand als wie die Originalen durch den Größenunterschied. Sie sind ein wenig aufwändiger zu verbinden,1
"Würde gerne das Produkt testen, jedoch ist es nie angekommen. Hatte es im November bestellt und es sollte im Dezember ankommen. Als dies nicht der Fall war habe ich anschließend den Verkäufer kontaktiert, dieser schrieb mir jedoch nur, dass ich doch gedult haben solle ( nach über einem Monat). Das Produkt ist auch bis heute nicht angekommen, daher 1 Stern",wir nutzen die Westen zum abendlichen Hunde-Spaziergang und Ausritt. Wirkt durch die einstellbare Blinkfunktion sehr auffallend auf andere Verkehrsteilnehmer. Sind sehr zufrieden und fühlen uns beim abendlichen/nächtlichen Ausgang / -ritt sehr sicher.,0
"Nach dem ersten Batteriewechsel wurde der Motor sehr laut.Vorher war alles friedlich.Schade um das Geld.Sonst ist das ein schöner Blickfang,aber wenn man es nicht mehr brauchen kann,ist es schon schade.",naja... es sieht von außen wirklich schön aus allerdings sind mir die Punkte viel zu stark und zu weit auseinander. Das Papier ist viel zu dick und erinnert eher an ein hausaufgaben heft der 2.klasse,1
"Die Steine sehen super aus, aber so wie auf den Bildern haben sie bislang noch nie geleuchtet (auch wenn den gesamten Tag die Sonne schien).","Auch der dritte Seidenspender dieser Machart ist nach 2 Jahren defekt (Motor funktioniert nicht mehr). Es gibt 2 Sterne, da bisher der Austausch durch den Verkäufer perfekt verlief, jetzt habe ich aber keine Lust mehr, diesen noch einmal auszutauschen.",1
"Produkt wurde von mir persönlich nicht bestellt, komischerweise leider auch nie erhalten. Meiner Meinung nach liegt hier ein Missbrauch vor. Schon seltsam, wie man hier abgezockt wird. Sternbewertung nur aufgrund dessen ausgesucht, damit Bewertung gesendet werden kann.","Das Preis-Leistungsverhältnis ist schwer zu toppen, da es bei diesem preisgünstigen Laken nur sehr wenig zu bemängeln gibt. Die Größe ist mit 140-160 cm recht universell und somit natürlich für mein 1,40 m breites Bett etwas zu groß. Allerdings könnte es ein Stück länger sein, da es oben unten schon spannt, was aber auch an meiner dickeren Matratze liegen könnte. Die Farbe ist sehr schön, der Stoff wirkt nicht billig und das Laken ist auch nicht durchsichtig.",0
"Schönes Design, unsere Katzen lieben ihn, das Sisal könnte etwas robuster sein , aber gut","Die Bügel sind optisch sehr ansprechend, jedoch muss sich die Langzeithaltbarkeit der Beschichtung noch bestätigen.",1
Ich bin super enttäuscht von den Strümpfen. Sie sehen sehr gut aus und haben eine schönes Spitzenband aber sie halten in keinster Weise und rutschten immer wieder runter. Man kamn sie noch so odt wieder nach oben ziehen aber sobald man einen Schritt macht kringeln sie sich wieder nach unten. Schade ums Geld. Nie wieder!!,Leider nach 4 Jahren und wenig Benützung schon der Heizstab defekt!,1
"Kann mich dem Kommentar von Otto Normalverbraucher nur anschließen. Jede lasche war neu zu biegen, da das sonst überhaupt nicht gepasst hätte. Habe nach 10 minuten (etwa ein halbes Regal) alles hingeschmissen. Meine Frau hat die dann fertig aufgebaut. Nächstes mal geb ich ein paar euro mehr aus...","Bedienanleitung schwach, Zeichnung und Handhabung entspricht nicht die Doko vor dem Kauf.",1
Alles perfekt sehr gute Qualität und robust.,"Es gibt nichts auszusetzen. Schöne Uhr, die an die guten alten Zeiten des analogen Fliegens erinnert,",1
"Auch in geringer Menge trat Augenjucken und ein Kratzen im Hals auf. Für uns leider unbrauchbar und nachdem alle Düfte einmal probiert waren, haben wir den Rest weggeschüttet.",Ich habe diese Kette für meinen Mann bestellt. Die Lieferung erfolgte umgehend. Ich war echt pisitiv überrascht. Absolut top und total schick. Dir Kette ist super verarbeitet. Das Kreuz ist durch seine Form der absolute Hingucker. Mein Mann hat sich riesig gefreut. Ich kann die Kette empfehlen . Auch zum verschenken eine tolle Idee,0
"Ich hatte noch das Original. Im Vergleich muss ich sagen, dass der Duft nicht identisch ist. Außerdem riecht man es nach ca. 2 Stunden bereits nicht mehr.","WM - fest; gute Höhe für Katzen, die nicht von flachen Tellern oder aus höheren Näpfen essen wollen",0
"Lieferung prompt; Funktion auch problemlos aktivierbar. Lautstärke des Tones vom Empfänger ist viel zu gering - z.B. Empfänger in einer Tasche + im Kasten = 0 Chance zum Auffinden! Liegt Empfänger frei, ist die Ortung möglich. Für Personen, welche nicht mehr bestens hören, ist dieser Ton (sehr hohe Tonfrequenz und viel zu geringe Lautstärke) mit größter Wahrscheinlichkeit nicht mehr wahrnehmbar --> daher für diese Personengruppe nicht empfehlenswert !!","Ich wollte ihn für meinen Golf 2 aber da passt es leider nicht, da das Leder immer wieder abrutscht. Schade.. sieht eigentlich sehr schön und gut verarbeitet aus.",1
Nach wenigen nutzen ist schon der lange trageriemen abgerissen weil sich die naht gelöst hat dabei war nichts schweres in der Tasche. AnsOsten schön,Die Bartseife Bart Spencer von Wildwuchs ist eine gute Seife die mich leider nicht vollends überzeugen konnte. Der Geruch ist angenehm und die Reinigungsleistung ist auch gut. Aber leider macht sie meinen Bart nicht so weich wie ich es von anderen Seifen gewohnt bin. Trotzdem eine empfehlenswerte Seife mit natürlichen Inhaltsstoffen.,0
"Eigentlich müsste ich 0 Sterne geben. Die Gummis sind nämlich viel zu kurz. Mindestens 1 cm. Ich ärgere mich, dass sie genau für meinen Braava beworben werden, aber nicht passen.","Die CR123 Akkus halten durchschnittlich lang (daher einen Stern Abzug). Das beigefügte Ladegerät finde ich aber genial, weil es nicht nur schön aussieht, sondern auch am normalen Micro-USB-Anschluss betrieben werden kann.",0
Meine Tochter hat sich sehr darüber gefreut. Gute Qualität,"Wir haben uns lange überlegt, ob wir uns das Massagegerät kaufen sollen, da wir unsere Zweifel hatten. Doch wir bereuen es nicht. Anfangs war es für die Füße ungewohnt und es tat auch auf der leichtesten Stufe weh. Mittlerweile ist es nur noch angenehm. Die Lautstärke ist kaum hörbar. Wir hätten uns eine Rotation an den Fußsohlen gewünscht, damit nicht immer die gleichen Stellen massiert werden.",1
"Aufdruck ist toll, aber Material ist eine Katastrophe. Bereits nach 10 Minuten verrutscht die Decke im Bezug und außerdem schwitzt man ständig.","Diese Relais sind nicht von besserer Qualität als die, die es in China für wenige Cent zu bestellen gibt. Nachdem mir einige dieser Chinateile kaputtgegangen sind, habe ich gehofft, dass ich hier eine bessere Qualität bekomme - Fehlanzeige! Der einzige Unterschied zu China: Die Lieferzeit. Wer es also nicht eilig hat, der ist günstiger in Fernost bedient ;-)",1
Total angenehmer Stoff,Metallteile verrostet...,0
"Die Klangqualität dieser Kopfhörer kann nicht überzeugen. Die Höhen sind völlig übersteuert. Dadurch klingen Stimmen besonders ""s"" Laute anstrengend. Die Mitten sind mir persönlich zu leise, der Bass hingegen gefällt, da nicht übertrieben in den Vordergrund gedrängt. Für unterwegs im Zug brauchbar, Schall von außen wird ausreichend gedämmt. Viel kann man für den Preis von rund 13€ nicht erwarten, die Verarbeitung macht soweit einen guten Eindruck. Bedingt der schlechten Höhenwiedergabe nur bedingt empfehlenswert, vom Klang erinnern sie eher an 3€ Kopfhörer aus einem Ramschladen.","Diese Filzsohlen werden als ""extra dick"" beschrieben und sind es auch...bis man sie benutzt. Bereits nach einmaligem Tragen sind diese bei meinen 80 kg auf ein Minimum zusammengeschrumpft und fusseln bereits aus.",1
"Amazon Lieferservice stellt Pakete seit einigen Tagen ohne Nachricht in den Flur oder gibt sie bei Nachbarn ab, ohne den Kunden zu informieren (ich habe es dann nur im Amazonkonto gesehen, wo mein Paket ist). Heute klingelt der Bote alle an, und sagt, alle sollen runter kommen. Er gehe nicht zu den Wohnungen. Lieferservice mangelhaft.",Ich würde mich als sehr fairen RezensionenSchreiber bewerten und muss sagen dass es mich auch schwer gewundert hätte wenn ein rein natürliches Produkt eine solche Wirkung hervorgerufen hätte . Also ja es riecht angenehm nach Mentol . Und ja es brennt... aber nicht all zu schlimm . Ich würde sagen wer das bisschen brennen nicht aushält für den ist Analverkehr sowieso nicht das richtige . Und Nein bei MIR hat es nichts entspannt oder das empfinden geschwächt. Schade aber ist so.,1
Das zurücksenden der defekte Lampe kostet ( da Sperrgut ) ca. 35 € Somit muß man die defekte Lampe notgedrungen behalten . Der Kaufpreis ist also verloren !!,Absolute Spitze. Ist halt genau wie erwartet,0
Alles in ordnung klein aber fein,"Ich war noch nie so hingerissen, ob mir das Ende eines Buches gefallen hat. Ich habe mir so sehr ein anderes gewünscht und doch kann ich verstehen, warum es so enden muss.. Wie Band 1 und 2, habe ich auch Band 3 regelrecht verschlungen. Ich wollte endlich wissen, was es mit all dem auf sich hat. Immer tiefer tauchen wir in die Geschichte ein, wodurch man anfängt immer mehr zu verstehen. Am meisten wollte ich das Rätsel um den Hexenjäger lüften. Ich muss jedoch gestehen, war ich doch in ein und dem anderen Kapitel von Lilith enttäuscht. Auch wenn Sie Ihre Fehler einsieht, so habe ich sie ihr dennoch nicht ganz verzeihen können. Alles in allen eine wirklich tolle Geschichte, die umwerfend zu lesen ist! PS: Das ist meine erste Rezession, daher verzeiht mir wenn sie noch ausbaufähig ist.",1
Das Ding ist der Hammer aber nichts für Anfänger! Der Durchmesser und die einführbare Tiefe erfordern schon eine gewisse Erfahrung auf dem Gebiet! Aber auf jeden Fall zu empfehlen!,"Nachdem ich die Klammern jetzt einige Zeit getestet habe, kann ich sie weiterempfehlen. Wie vom Hersteller beschrieben, Immer wieder gerne",1
Der Ring färbt nach kürzester Zeit ab. Kein Edelstahl. Echt enttäuschend. Kein Umtausch möglich :-(,"Preisleistungsverhältnis finde ich sehr gut, wenn man einfach wieder etwas fitter werden möchte, für Profisportler ist es allerdings denke ich weniger geeignet, da zb. die Stärkeneinstellung auf höchster Stufe für mich noch sehr einfach war. Die Funktionen sind einfach gestaltet, man kann den ungefähren Kalorienverbrauch einsehen, Pulssensor uvm für meine Bedürfnisse definitiv ausreichend einziges Manko es klappert etwas beim Schneller fahren... ansonsten ok.",0
Leider ist der Rucksack nach gut einem Monat an der Verbindung vom Deckel zum Rucksack defekt . Inwiefern besteht hier eine Garantie ?,"Ich weis nicht warum, aber mit der NES scheint es nicht zu funktionieren...",1
Schnelle Lieferung. Schnell zu montieren. Magnet fehlt leider. Preis Leistungsverhältnis ist nicht wie erwartet.,"Schnelle Lieferung, sehr zufrieden",0
Wir haben uns das Spielzeug gekauft um auch in der Öffentlichkeit Spaß zu haben. Für diesen Zweck leider etwas zu laut. Dafür jedoch mit einem leistungsstarken Motor und die Temperatur im Heizmodus ist auch sehr angenehm.,"Hält was es verspricht, im Warsten Sinne des Wortes. Schnell und unkomplizierte Bestellung und Lieferung.",1
Wasserbehälter ok ... leider ist einer kaputt angekommen.,"Lieferung Amazon Typisch schnell und zuverlässig, Über die Antenne kann ich nur Positives berichten, habe sie jetzt 2 Tage und die Qualität einer Außenantenne ist unvergleichbar zu einer Zimmerantenne. Ich muss auch erwähnen das ich in einer dicht besiedelten Umgebung Wohne und dazu in der ersten Etage, mit einer Zimmerantenne gab es ständig Störungen und Aussetzer, aber mit dieser strong Außenantenne gibt es bis jetzt keinerlei Störungen. Außerdem lasst Euch nicht von diesen überhöhten Dezibel Angaben verwirren, denn mein Receiver schwankt immer zwischen 24-26 Dezibel, Signalqualität immer 100%. Nach ein paar Monaten werde ich meine Rezension, falls notwendig, anpassen.",0
Ist sehr stabil ! Man kann gut drauf Sitzen,"Tolles Ding. Habe es ausprobiert und wae davon überzeugt. Darum habe ich es gleich nochmals, als Geschenk für Jemanden gekauft.",1
Die Milch brennt an. Der Topf unterscheidet sich nicht von normalen Töpfen. Aufgabe nicht erfüllt,"Top, und vor allem, habe ich sie nächsten Tag bekommen.",0
"Das ""wasserdicht"" hat sich heute erledigt! Nach einem heftigen, kurzen Gewitterregen ist der gesamt Inhalt NASS!!! Gut dass mein Handy woanders untergebracht war und sich KEIN Laptop darin befand!!! Sieht gut aus, hält aber leider nicht was er verspricht!","Bin eigentlich zufrieden mit dem Produkt. Habe lange dicke Haare und wenn man den Dreh erstmal raus hat, sitzt der Dutt perfekt. Nur leider sind die zwei bei mir recht schnell gebrochen und funktionieren nicht mehr. Trotzdem werde ich mir sie noch mal bestellen.",0
"Richtiger Mist, trotz lauter Anfragen an Verkäufer. Keine Rücknahme möglich. Echt rotze, bloß nicht kaufen.","sehr schnelle Lieferung, leider sind die Lieferkosten zum teil sehr überhöht!!!!",0
"schlechte Verarbeitung, um den Mantel nutzen zu können, muss er von Fusseln befreit werden",Ist ein super produkt,0
14 Tage nach Aussaat ist bei mir auch nicht im Ansatz ein Grashalm zu sehen. Nicht empfehlenswert.,"das Isolierband klebt nicht so fest, wie ich erwartet habe, daher nur 4 Sterne",0
"Auch sehr gut im Schüttelbecher mit Eiswürfeln und kalter Milch im Sommer. Nicht zu viel Pulver nehmen, dann schmeckt es besser.",Wasser ist klar geworden und auch die Koi erschrecken bei der Anwendung nicht wie bei anderen Mitteln. Top,1
"Sehr gut und rustikal gearbeitet, aber mit dem Nachteil, daß das Rost etwas schief zur Grillpfanne hin abfällt. Also auf Würste aufpassen.","Leider kam die Schale schon beschädigt bei uns an. Ohne Bruchstelle würde sie gut aussehen. Leider ist die Schale sehr, sehr klein.",0
"Ich bin von der Drohne begeistert. Meine 7 jährige Tochter fliegt damit. Drinnen fliegt die sehr gut und die 5 min. Flugzeit reichen in der Regel völlig aus. Das sich darin Haare verklemmen und die Drohne sehr schnell kaputt geht habe ich bei dem Preis nicht anders erwartet, aber Stürze aus der Decke auf den Boden, egal ob Fliesen oder Teppich, sind kein Problem. Bei Fragen netter Kontakt.","Passt sehr gut, leicht anzubringen. Nur beim tippen reagiert der Touch nicht gut, viele löcher und daher sehr nervig. Kauf ich nicht mehr und hab sie auch wieder entfernt.",0
An sich tolles Bett doch nach wenigen Tagen fallen die leisten an den Seiten ab sie sind ein wenig ran geklebt das wars aber auch ist der 1 Punkt das mich stört an sich ist das Bett wirklich schön der Versand war auch toll,Alles gut bis auf das nervige Brummen,0
"Zwar ist der Artikel gut verarbeitet und es wird wenig Kaffeesatz eingespült, aber der Kaffee fließt rasant durch, so dass wenig Aroma in der Tasse ankommt. Nichts für Genießer!","Im Prinzip gibt es nicht so viel zu berichten. Die Pomade tut was sie soll, hält gut, sieht gut aus, riecht gut. Ich hatte schon vergleichbare Produkte für einen niedrigeren Preis, mit denen ich genauso zufrieden war, das heißt der eine Stern Abzug ist lediglich für das Preis-/Leistungsverhältnis. Hier macht man definitiv nichts falsch, klare Empfehlung!",0
Ich liebe die Riley Page Krimis. So schön spannend,"Schnelle Lieferung, gute Qualität",1
Sehr schneller Versand Diskret in einer Tüte Ich trage 42 und habe XXL bestellt. Es ist sehr sehr sehr eng,"Die Qualität ist wirklich sehr gut, nur leider etwas niedrig von der Höhe her. Als Beistelltisch klasse, aber für den Gebrauch zum Terassentisch eher ungeeignet",1
Ich habe diese Kette für meinen Mann bestellt. Die Lieferung erfolgte umgehend. Ich war echt pisitiv überrascht. Absolut top und total schick. Dir Kette ist super verarbeitet. Das Kreuz ist durch seine Form der absolute Hingucker. Mein Mann hat sich riesig gefreut. Ich kann die Kette empfehlen . Auch zum verschenken eine tolle Idee,Lieferung erfolgte superschnell und der Ständer war gut in einem überraschend kleinen Paket verpackt. Der TV Ständer ist sehr stabil und passt bei meinem Sony Bravia einwandfrei. Ich bin höchst zufrieden mit der Verpackung und den mitgelieferten Schrauben. Da man je nach schrauben tiefe und dicke die mitgelieferten distanz-ringe benutzen kann.,1
"genau so habe ich mir den Gummi gewünscht. Ich verwende ihn um meinen Rollstuhl im Auto zu befestigen, dazu ist er perfekt. Er ist stabil, d.h. nicht zu leicht dehnbar, er ist ganz leicht verstellbar und daher flexibel und universell einsetzbar... für mich ideal. Ich habe ihn jetzt 3 Monate in Verwendung.","Habe lange gesucht bis ich dieses Rollo zum günstigsten Preis gefunden habe. Es hat sich ausgezahlt, alles perfekt, einfache Montage und perfekter Sitz, Qualität 1A wie auch beim gleichen teureren Artikel.",1
"Da hier noch kaum Bewertungen zu lesen sind, war ich erst sehr skeptisch. Da ich allerdings dieses Jahr zu einem Festival fahre und gerne im Auto schlafen würde, habe ich sie dann doch mal auf gut Glück bestellt. Zum Lieferumfang waren die Matratze und eine Autoluftpumpe enthalten. Zur Matratze: Ich habe sie testweise in das Auto (Citroen Berlingo) ausgelegt. Dabei ist mir aufgefallen, dass auf einer Seite sich etwas Schimmel befindet. Ich habe es weggewischt und hoffe mal, dass dieser nicht wieder auftaucht. Im aufgepumpten Zustand wurde direkt ein Liegetest durchgeführt. Es lässt sich gut darauf liegen und passt super zum Festival. Natürlich kann diese Matratze nicht das eigene Bett ersetzen, aber die für Tage auf der Veranstaltung ist sie der pure Luxus. Die Matratze passt wunderbar in mein Auto hinein. Zuvor haben wir die Sitze hinten herausgenommen. Somit passt es perfekt. Die Luftpumpe: Die Luftpumpe hat verschiedene Adapter. Die Matratze benötigt zwei verschiedene Adapter, welche auch an der Pumpe zu finden sind. Die Pumpe wird in den Zigarettenanzünder des Autos gesteckt. Allerdings war der Stecker defekt (etwas an der Lötstelle). Da mein Freund handwerklich begabt ist, hat er es reparieren können und wieder zusammengebaut funktionierte das gute Teil hervorragend und pumpte die Matratze in Null Komma Nix auf. Insgesamt bin ich sehr begeistert von der Matratze. Ich bin dann mal gespannt auf den Härtetest auf dem Festival. Ich erhoffe mir, dass sie keine Luft verliert und auch lange hält. Ebenso, dass er Schimmel nicht wieder auftaucht. Nach dem Test kann ich sie auf jeden Fall schonmal empfehlen. Sofern ich noch andere Erfahrungen machen sollte, werde ich entsprechend die Rezension überarbeiten (sofern möglich).",Ansich super aber ohne Stoffbeutel enthalten u d den Dämfer haben wir erstmal entsorgt viel zu schwergängig und laut. Mein Mann hat einen anderen Dämpfer eingebaut und einen Stoffbeutel vom alten Wäschekorb montiert.,1
Uhr nach 2 Tagen zurückgeschickt. -Uhr lässt sich ganz schlecht ablesen sobald es ein wenig dunkel ist - Batterie hatte nach 1 Tag nur noch 50% Energie,Produkt ging gleich beim ersten anprobieren leider kaputt,1
Das gerät ist sehr klein und funktioniert. Leider muß man die Software erst per Download abholen was kein Problem ist aber der Link ist mit den vielen Parameter doch recht schwer abzutippen.,"Ich verwende dieses Messer für Brot und Brötchen. Super ""Fensterbild"" Schnelle Lieferung",1
Ziemlich verspätet angekommen und die Schokolade schmeckt wirklich sehr billig. Etwas alt und nur nach Zucker. Leider deshalb keine Kaufempfehlung!,"Leider ist der Druck garnicht schön. Schade, hatte mich sehr auf die Tasse gefreut. Größe ist in Ordnung.",1
Zu viel scharfe Kanten nach dem verzinken dran... habe mich selbst verletzt...,schnelle Lieferung Konnte bei mir leider keine Besserung mit der Müdigkeit feststellen nach 6 Wochen einnahme. wirklich sehr sehr schade,1
"Leider geht immer mal wieder die Systemzeit verloren. Somit macht das Gerät tagsüber Bilder statt nachts. Dann hat man auf einmal tausende belanglose Fotos auf der SD Karte Sonst funktioniert das Gerät ganz zufriedenstellend. Durch den Fehler kann ich die Kamera nur bedingt brauchen, da man keine Zeiten programmieren kann. Batterielaufzeit entspricht der Beschreibung. Auch die Fotos sehen ganz gut aus.","Die Schirmchen sind schnell angekommen. Allerdings meiner Meinung nach eine absolute Billigproduktion. Einige Schirmchen waren schon kaputt, oft oben an der weißen Kappe (Knubbel). Von den blauen waren insgesamt nur 4 oder 5 Stück dabei was sehr schade war. Ich würde das nächste Mal doch lieber mehr Geld ausgeben und etwas hochwertigeres kaufen",1
Schnell ! Schön ! Schmeckt ! Danke !,Einwandfrei um zöpfe zu machen ;),1
"Wegen chronischer Rückenproblemen habe ich eine Zeit lang sehr ungern gesessen. Insbesondere auf harten Stühlen ohne Polsterung. Dank dieses Kissens ist das nun kein Problem mehr. Man kann darauf sehr angenehm längere Zeit sitzen. Es ist nur nicht sehr portabel, da es sehr groß ist.","Ich habe lange nach einer schönen und Staubfreien Möglichkeit gesucht um die Farbgele für meine Kunden auf zu bewahren. Es ist auch noch total schön. Die Farben kommen alle viel besser zur Geltung. Einziges kleines Manko ist, dass die Nägel die bei liegen nicht immer alle halten und raus fallen. Die kann man dann aber einfach umdrehen ( breite Seite nach unten zeigend). Ich möchte davon gerne bald noch 2 bestellen. Ich kann dieses Artikel weiter empfehlen.",1
Ist mir für draußen etwas zu dünn und etwas eng für einen Pulli drunter. Sonst eine schöne Qualität .,"schnelle Lieferung. Beschreibung im Angebot entspricht der gelieferten Bezügen. Passform für mein Auto Renault Clio Grandtour gut. Nur die Bezüge für die Nackenstützen sind mehr als knapp, aber machbar. Das Kunstleder ist unempfindlich und hat schon Milch, Schokolade und matschige Hundepfoten problemlos überstanden. Ich würde diese Bezüge sofort wieder kaufen.",1
Die Lieferung erfolgte wie gewohnt schnell und sicher. Das Seil ist wie beschrieben sehr fest und hat eine gute Qualität. Es ist vielseitig einsetzbar. Ich habe es mir für unseren Garten gekauft da so ein Seil immer mal wieder gebraucht wird. Der Preis von knapp 10€ für 30m ist absolut in Ordnung. Ich war Teil einer Qualitätsstudie und kriege für dieses Feedback eine Rückführung meiner Auslagen.,Wer billig kauft 😂 kauft teuer . Leider,0
"Da meine Freunde wegen Uni in eine andere Stadt ziehen habe ich dieses Buch gekauft, da mit sie sich drin verewigen können und wurde nicht enttäuscht. Auch für ältere also sehr witzig.","Touchscreen funktioniert ohne Probleme. Sitzt gut, leider muss der Schutz zum laden jedes Mal entfernt werden.",1
Platte sieht ganz hüsch aus und ist auch nicht zu teuer. Allerdings wackelte die Platte bereits vor der ersten Benutzung auf dem Herd. Bei Induktion nicht ganz so schlimm allerdings hätte ich mir das anders vorgestellt.,"Es handelt sich um Edelschungit. Ich war zufrieden. Die Angaben waren korrekt. 8-10 Steine, insgesamt ca. 20g. 8€ Gut verpackt und heil angekommen.",0
"Einer der besten Reiseführer der auf dem Markt ist. Wirklich gut beschrieben und tolle Tips- so wird jeder Reise zum Hit. Lieferung sehr schnell, kann ich bedenkenlos weiterempfehlen.",Der Film war nicht mein Fall aber das liegt ja bekanntlich im Auge des Betrachters.,0
Richtiger Fake! Hoffentlich funktioniert alles mit der Rückerstattung... Aufkeinenfall zu Empfehlen!!!,"Schöne Bilder und auch super Licht. Leicht einzustellen, viele Klingeltöne. Uhr geht leider zu schnell schon 1 min nach. Stört aber nicht, da mein Sohn das immer im Blick hat :-)",0
Würde nicht weiterempfehlen.,Ich finde es soooo Was von unverschämt es geht nicht mal um das Geld wobei das schnell abgezogen wird es geht um Prinzip das wir alle drauf warten und nicht mal auf email geantwortet wird ich warte noch eine Woche ob auf mein email geantwortet wird danach ziehe ich Konsequenzen,1
"Auch bei mir war direkt bei Lieferung 1 Säbel defekt. Wenn ich mir andere Rezensionen anschaue, scheint das System zu haben. Und die meisten Kunden behalten bei nur einem defekten Exemplar die Sendung. Ein Schelm wer da was schlimmes denkt.. Auch 2 weitere Säbel haben nur 1 Woche Nutzung durchgehalten und sind nun undicht. Verarbeitungsqualität ist auch optisch extrem mies - Die Nähte sind total ausgefranst abgeschnitten, häufig halt auch sehr knapp was zu den oben beschriebenen Defekten führt.","Das Paket kam leicht beschädigt an, hatte mir jedoch dabei erst nichts gedacht, denn was könnte bei einem Mückennetz schon kaputt gehen? Jedoch waren beim Öffnen mehrere Schnitte und Risse im Netz vorhanden, sodass ich das Nähzeug raus holen musste um die in der Mitte liegenden Löcher zu flicken. Bis hier hin wären es immerhin noch 2 Sterne gewesen, aber dann kam das wohl Schwerwiegendste: Dadurch, dass das Netz recht starr und unflexibel ist kann es nicht von Klett-Bändern gehalten werden, ich habe so nicht einmal die Möglichkeit das geflickte Netz am Fenster fest zu machen. Kann es somit nicht weiterempfehlen.",1
Allerdings ist der Preis zu hoch aber genau richtig für den Bagotte Saug-und Wischroboter.,Sind tolle Sachen dabei,1
Liegt gut in der Hand...,Jaa es löst sich sehr schlecht in heißem Wasser ansonsten schmeckts eigentlich gut..,0
"Sehr schnelle Lieferung, Qualität ist sehr gut und robust. Gerne wieder",Bedeckt vorne und hinten alles. Lässt sich waschen und trägt sich angenehm und komfortabel?,1
Das Produkt ist absolut hochwertig und sehr gut verarbeitet. Ein Hingucker! Ich bin sehr zufrieden und empfehle es gerne weiter.,Hat 5 Tage nach der Rückgabefrist aufgehört zu funktionieren. Davor liefs allerdings toll. Sieht auf dem Bild hochwertiger aus als in Wirklichkeit.,0
Top in Preis und Leistung,Alle meine Vorstellungen haben sich erfüllt. Das Preis-Leistungsverhältnis ist gut.,1
"Wenn man weiss, wie es zu befestigen ist, ist das wirklich ein super Teil. Nur wenn man es nicht an der richtigen Stelle befestigt, ist es genau so schlecht wie alle anderen. Ich finde es inzwischen nicht mehr gut, da es leider immer wieder runterfällt. egal wie es in der Lüftung befestigt wird. Ich würde es nachdem ich jetzt wirklich ein super Teil gekauft habe, nicht mehr kaufen.","Leider musste ich es zurückschicken, da die Größe überhaupt nicht gepasst hatte. Hatte das Dirndl extra etwas grösser bestellt und trotzdem war es viel zu eng. Ansonsten ist es sehr schön. Hab mir jetzt noch eine Nummer größer bestellt. Hoffe das es dann passt.",1
"Leider haftet diese Schutzfolie nicht auf dem gesamten Display, siehe Foto. Preislich war es vor der Bestellung für mich in Ordnung da 3 Schutzfolien in der Packung waren.",Leider lässt sich auch diese Folie nicht absolut blasenfrei anbringen und hat negativen Einfluss auf die Farbwiedergabe. Also bleibt es ohne Folie.,1
