sent1,sent2,is_duplicate
coule sans qu'il y es de sussions de ma fille. Du coup elle en a plein la bouche et la moitié du biberon finit sur le pyjama et la serviette. Dommage,Il correspond parfaitement il fonctionne très bien. Très contente de mon achat.,0
"Commande payer et pas reçu Envoyer plusieurs mail juste une réponse ""soyez patient Très déçu car maintenant ils répondent plus Même pas de revois mm pas de remboursement","La charge et l'ampérage sont très bon pour un prix plus que raisonnable. Facile à installer, pour l'instant c'est un super produit pour redonner de l'autonomie à mon macbook. Une fois chargé a 100 pourcents j'ai tenue 4 heures sans aucun probléme. On verra bien.",0
Coque en silicone flexible qui absorbe bien les chocs. La prise en main reste agréable. Super produit !,"Très bonne qualité, solide et surtout ne laisse pas passer les poussières entre la coque et le téléphone. Sans regret.",1
"Je l'ai acheter, le jour même je mes mon téléphone en poche je remarque que la languette qui se trouve au verrouillage c'est arracher. Puis vient les fissure qui proviennent des coin jusqu’à l'arrachement complet de morceaux.","puissance insuffisante à mon gout utile pour ramasser par exemple des petites croquettes ou autres, mais dés qu'il s'agit d'aspirer des toiles araignée dans les coins, ou des miettes dans les coins des fauteuils c'est un peu juste",1
Très déçu l écran ne colle pas au milieu il s est fendu en moins d une journée je ne recommandé pas du tout,J'utilise pour faire des glaces au jus de fruits très pratique a utiliser j'ai mis seulement 4 étoiles car un des moules s'est fendu mais pour le prix faut pas hésiter,0
articles vraiment tres bas en qualité de fabrication au bout de 3 jours elle ne tenait plus dans le telephone a eviter,Exactement ce qu'il me fallait pour lire tranquille,0
"Vêtements trop petit malgre que j'ai suivi les consignes de morphologie je ne recommande pas ,soyez vigilent sur les morphologie",Trop tôt pour l'évaluer,0
"Très jolie, conforme à la photo, facile à installer","J'ai beaucoup hésité avant d’acheter cette batterie, mais alors je ne regrette pas du tout. Tout fonctionne à merveille, et l'installation m'a pris 5 minutes le temps d’enlever les différents vis du Macbook pro. Je recommande ce produit.",1
"Belle décoration conforme à la photo. Les objets sont non comestible , donc on peut conserver et les réutiliser pour plusieurs anniversaire.","Acheté pour reposer des fruits confits. Finition parfaite, solide et dimensions respectées. Conforme à la description. Bonne qualité du métal et des soudures pour une utilisation alimentaire.",1
"Bon produit, facile a remplacer, a l'air aussi solide que l'original. Cependant les logos sont inversés, déroutant au premier abord!","Au premier coup d'oeil la table me semblait correspondre tout à fait au produit recherché, malheureusement je me suis vite appercu que celle-ci était bancale.",0
"J'ai reçu la montre il y a 15 jours elle est très jolie, fait son petit effet mais hier le bracelet s'est cassé au niveau du fermoir et impossible de la réparer Déçu de cette article",J’en m’ai pas eu tout les accessoires et ca n’est pas de la très bonne qualité,1
Elles pourraient être parfaites si elles faisaient 2 mn de plus : elles sortent à peine du stylo... dommage...mais mon fils s'est adapté.,c'etait pour une cadeaux,0
Le rouge a lèvre n’est pas matte comme écrit et la couleur n’est pas la même que sur la photo. Dommage,"Gants assez classiques, faciles à mettre mais tiennent pas aussi chaud que de vrais gants d'hiver. Le système permettant d'utiliser son téléphone (index et pouce) est bien si l'on a juste besoin de regarder la météo sur son téléphone, mais si il faut taper un message n'y pensez pas.",0
conforme à ce que j'attendais. bon produit.pour la longévité je viens de le recevoir,Article reçu dans les délai bien emballé et de bonne qualité je recommande cet article. La couleur est belle et de bonne qualité.,1
Pratique mais pas très absorbant. Dommage.,"Le paillasson est conforme à mes attentes , à voir avec le temps si la fibre restera intacte.",1
Inadmissible !!! Je suis en congé maternité donc chez moi toute la journée Le livreur n'a même pas pris la peine de sonner pour me donner mon colis; il l'a tout simplement balancé par dessus mon portail et celui-ci est retombé de l'autre côté dans un bruit assourdissant le produit a l'air intact et j'espère qu'il fonctionne.. Ce n'est pas du tout normal!!!!!!,Acheter pour remplacer un cover samsung vieillissant. Cette coque à donner un nouveau look à S5. Conforme à mes attentes.,0
"Le produit livré n'est pas le produit sur la photo. J'ai demandé un retour mais celui qui m'a été renvoyé n'est toujours pas le produit sur la photo. J'ai déjà 5 boites (qui viennent avec les outils) identique à la photo. Celui livré n'a pas les poignées noires sur le coté, Bosch est écrit différemment sur la boite, le système de fermeture est légèrement different. Je suis déçu.",Très sympa et pas du tout vulgaire le prix est un peu moins cher sur d autre site chinois mais avé. Amazon sûr que votre robe arrive au moins !!,0
"Colis reçu avant le temps imparti, c’est le point positif de cet achat. Le gros bémol c’est que je l’ai reçu endommagé le bouchon d’une des bouteilles étant cassé le produit c’est déversé dans le colis rendant le lissage inutilisable. Dommage j’ai contacté le sav, affaire à suivre je vous tiens au jus !",Conforme. Rapport qualité prix OK.,0
Le produit est très cher et les cartouches sont de courte durée . Comparaison faite avec d’autres cartouches et cela se révèle vrai . D’autre part les cartouches ne sont pas d’une excellente qualité.,Je mets que 2 étoiles car c’est qd même absurdes d’en vendre qu’en lot de 4,1
Je suis content mais la tête de lit un peu baisse,"Super coque pour tablette, bien rigide et devrais survivre aux enfants. Petit défaut sur vitre de protection, qui a une rayure dessus mais non gênant pour l'utilisation",1
"IL N'y a pas d'encre. C'est une pure arnaque ces Cartouches. j'installe, j'imprime et c'est merdique",Pour en avoir un et se souvenir des gilet jaunes plus tard,0
"Bien trop encombrant et pas très esthétique, je ne l’ai pas utilisé et retourné dès réception après déballage. Avis partagé par les personnes présentent autour de moi .",Acheté pour aller sur un siege Recaro cette allonge ceinture est incompatible avec la boucle de la ceinture (norme NF CE) de ma voiture,1
Grosse déception Mauvaise qualité C’est du travail d’amateur copie Je déconseille,"Encore un colis perdu ,je n'ai pas reçu les livres,ils se promènent encore dans la nature j'en ai marre,c'est INADMISSIBLE",1
"Déçue du temps d’ecoute, les écouteurs se déchargent au bout d’une heure et on peut les charger qu’une seule fois dans le boîtier.","22 crochets bien rangés dans la trousse, couleur pour les différencier. Par contre, je verrai à l'usage si la couleur tient...",0
"Je viens exprimer ici mon mécontentement d'avoir reçu ce colis ce jour seulement alors qu'il était prévu que je le reçoive avant Noël, et ce, malgré l'option Prime. Je n'ai donc pas pu offrir ce cadeau. Un autre couvre-volant commandé le même jour chez un autre fournisseur est quant à lui arrivé bien avant Noël ! Je modifierai ce commentaire lorsque la personne à laquelle cet objet est destiné aura testé ce dernier.","Très bon produit, agréable en main, et résistant. Très bien emballé.",0
Vraiment déçu par la qualité du ciseaux. Et pas très precis sauf pour la coupe en pointe. Je ne recommande pas,Utilisation lors de courses à pied avec sac d’hydratation. Parfait,0
J'ai perdu la notice de cette montre .Est-ce qu'une personne pourrait me l'envoyer ou de ma renseigner ou je pourrais en avoir une .Merci .Josiane,Très bien !!! Lave sans laisser de traces sur les verres. J'ai un tout petit lave vaisselle et je peux doser par cette version liquide une quantité moins importante que la tablette que je ne peux pas casser en deux ! Et je respecte plus la planète !,0
"Je ne peux pas évaluer ce produit, je l'attends toujours alors qu'il aurait du être livré la semaine dernière. A suivre...","Fonctionne parfaitement, j'en ai un usage professionnel, il est solide peu encombrant.",0
"rien à dire sur la qualité mais malheureusement la couture du haut de la chaussure est coupante et mon mari n'a pas supporté, j'ai donc renvoyé le produit","- le tiroir est compliqué à monter sans frottement, le rendant presque inutilisable en l'état. + prix pas chère et facile à monter.",1
"Supercherie, rien avoir avec la photo . Une horreur","Commande reçu rapidement, et en bon état. Par encore testé car le jeux est pour mes neveux à Noël donc d'ici 1semaine. Après c'est un classique donc je pense que ça plaira 😊. Quand mon fils aura l'âge je lui en prendrai un aussi!",0
"Article pas neuf , écran déjà griffé à l ouverture de la boîte !","Très bon produit dans l'ensemble, très pratique mais quelque difficultés pour voir clairement le pointeur laser sur les extérieurs en plein jour",0
Déjà cassée ! De la grosse daube... Très fragile. Je déconseille... Déjà pour soutenir un gros téléphone c'est limite si ça tient mais alors là c'est carrément cassé...,"Semble de bonne facture, helas, pas adaptable sur le case que j’avais.. mais retour efficace",0
"Le porte-embout, oui ! Les embouts, non !!!! (mauvaise qualité)",Très bon produit ! Je recommande absolument.,1
Pas adapté pour mon fitbit 2,"satisfait, mais livraison un peu tardive",0
"Au début il fonctionnait parfaitement. au bout de 3 semaines, les écouteurs ne fonctionnaient plus correctement, il fallait tordre le fil pour avoir un son correct.",Uniquement pour la maison,1
"J'ai pris ce costume pour ma fille de 12 ans, en taille S. Le costume est plutôt bien fini, et nous avons été agréablement surpris, surtout pour le prix. Ne vous attendez pas à de la grande qualité, le tissus est assez fin et je ne pense pas qu'il tienne bien longtemps mais en attendant, ma fille est ravie de ressembler à une licorne ! Si mon commentaire vous est utile, vous pouvez cliquer sur ""UTILE"" juste en dessous, ça ne coute rien et c'est toujours appréciable ;-)",casse les cheveux donc à manipuler avec douceur. Utiliser uniquement sur cheveux très courts,0
"Cela fait déjà 1 mois que j'attends ces paillettes pour mon fils, ma livraison a était prévue pour juste 1 semaine et elle a durée 1 mois c'est inadmissible !!!",Ce mug est tout simplement magnifique. L’esprit de Noël au petit déjeuner.,0
Bonne capacité de rangement Pratique a mettre sur le velo,"Mon fils était très content, superbe cadeau de noel , cela complète sa collection de power ranger . il est fier",1
"repose poignée efficace sauf que le support est très fin et qu'il ne se 'colle' pas à la table, il a même tendance )à s'enrouler et s'avère désagréable à l'usage.","Cela fait 2 mois que je l'ai et il est déchiré de partout (utilisation quotidienne) ! Trop fragile, je déconseille son achat.",1
Privé particulier dépannage correct en cas de problèmes,Parfait grande taille,1
2€ sur wish exactement le même et en plus très miche une fois en vrais fini les commandes sur Amazon,Un vrai bonheur beurré moilleux Livraison impeccable Merci,0
"La prise n'est pas prévue pour la terre. Ce n'est pas un problème pour brancher un radiateur (même s'il ne sera pas relié à la terre), mais cela bloque totalement pour brancher sur une prise femelle. Donc inutilisable.",cela fais plus d'un an que j'utilise ce cable au quotidien il fait bien le boulot,0
"Afficher 15 m........ Bla bla bla!!!!! À peine 12,30 m. Très déçu et pas le choix de recommander une longueur pour finir mon projet.... Mais ailleurs.",Très utile et fonctionnelle.,0
Le microscope a l’air bien mais l’ecran S’éteint souvent inopinément. Nous l’avons reçu le 23 décembre ouvert le 25 et déjà fonctionne très mal,"Les semelles permettent en effet d'amortir les chocs sous la plante des pieds, et c'est ce que je recherchais, mais, moi qui ne l'utilise que durant de rares marches en forêt, j'ai réalisé que mes pieds chauffaient. En les retirant, ils ne chauffaient plus.",1
bonjour le produit que j'ai commandé ne correspond pas a ma commande,Très déçu par cette boîte. Car les emplacements pour les montres sont beaucoup trop petits. Ne m’a été d’aucune utilité donc. Article renvoyé.,1
Sachets de très petites qualités manque une soixantaine de sachet et une quarantaine avec défaut de fabrication et qui ne peuvent pas servir ! DECUE,"Crédence cuisine , assez déçue par la qualité de la couleur....le Blanc est grisé, comme des taches de frottement",1
Acheté pour aller sur un siege Recaro cette allonge ceinture est incompatible avec la boucle de la ceinture (norme NF CE) de ma voiture,Produit et état conforme,0
"Après une fracture du coccyx, je me suis procuré par mes propres moyens ce coussin qui me soulage énormément en position assise! Je recommande","fonctionne parfaitement, reconnu avec usb 3 uniquement.",1
"Rapport qualité prix imbattable . Posé sur ma box 4K , aucun soucis .","Les dosettes ne sont pas le problème. Elles sont efficaces et même indispensables pour le bon fonctionnement de la Tassimo mais les boîtes sont arrivées en partie écrasées, simplement emballées dans du plastique. Je ne suis donc pas satisfait.",0
Commande passée le 17 décembre pour une livraison avant Noel annoncée en 3-4 jours pour le 21 décembre puis sans raison reportée au 26 décembre pour au final etre livré le 23 décembre..... un peu limite!,Très bien comme toujours chez APPLE - livraison très rapide et en parfait état.,0
Je n’ai rien reçu il y a marquer livre ça fait 5h je suis devant la porte à attendre srx,Jamais reçu mais j'ai étais remboursé,1
Franchement du lourd fini la clope qui gâche marie ❤️ Il chauffe au top il faut pas s’attendre à de la fumé mais l’effet et présent,"Pas terrible, le pouvoir d’adhésion et bof bof sur 3 téléphones que j’ai réparé ça n’a fonctionné que sur 1. Même pour un petit prix comme celui-ci je ne recommande pas.",0
"Premièrement, non fourni avec le sac de rangement comme décrit dans l'annonce mais rien de grave en soi. Deuxièmement, la fameuse protection spéciale de la fermeture éclair n'existe absolument pas, pire même les coutures sont très mauvaises, pleins de fil s'en échappent déjà ! Bref une housse des plus classique qui ne mérite pas ce prix là...","Très belle croix de Johnny. Achetée pour un cadeau, elle a beaucoup plu.",0
jamais recu le produit,J’en avais une petite brosse et je n’a Fais que recommander la même. Mais celle que j’ai reçu avait un diamètre plus grand . Reste que la qualité est très bonne,1
Commande annulée mais prélevé... en colere,mon mari en est très content !! le tour de cou tient bien chaud et il est tou doux ce qui est très agréable ainsi que le bonnet,0
"A première vue ce volcan à l'air solide ! Et je dis bien à première vue ! Une fois monté avec toutes les attaches rien à dire ! Mais si par malheur, vous devez le démonter c'est la catastrophe. Les petits plastiques qui seraient susceptibles d'aider pour un remontage sont inutilisables. Pour le prix , je m'attendais à quelque chose de plus sérieux ! Le père Noël est passé et le petit fils est vraiment déçu !",se bouche malgré avoir respecté le protocole au bout de quelques heures...,1
"Bon time timer, aimant puissant. Je regrette seulement qu'il faille aller jusqu'au bout (1h) et revenir ensuite pour que la sonnerie fonctionne.",Pas vraiment adapté aux telephones car ils ne tiennent pas bien et penchent en avant.La prise de mon telephone a été abimée....Maintenant j ai du mal à le recharger.Trés déçue.J ai peur qu un remboursement soit déjà trop tard.,0
L'appareil n'a fonctionné qu'une seule fois. Impossible à démarrer ensuite. Impossible à démonter pour le nettoyage. Retour immédiat.,Sans problème pour parrot swing !!,0
Manque 2 balles sur 200 commandées mais les balles sont de bonnes qualités j en recommanderais merci et a bientôt,très bon câble. il remplis bien sa fonction avec des débits plutôt correctes. deux petits bémol cependant d'abord l'une des deux prises est coudé ce qui n'est pas toujours pratique enfin il n'y a pas de système de blocage de la prise comme sur msi par exemple. cependant pour le prix acheter sans hésiter,1
"Contente de cet article cependant 18 mois après, la cafetière ne fonctionne plus. Dernière expérience pour cette marque. Peu chère mais pas durable","Installation facile Mais quelques mois après, l ordi se mettait à se figer Obliger de redémarrer manuellement l ordinateur Cetait a cause de cette barrette de Ram En l'enlevant tous fonctionnait parfaitement",1
"Le produit est très satisfaisant et conforme, de plus il est bien emballé. Sa pose est facile avec ce qu'il faut pour l'installer.","Aspirateur performant, fonctionne bien sur les tapis et moquettes. Pas encombrant, et rangement facile. Je recommande ce produit pour son efficacité.",1
"Qualité médiocre, se dévisse tout seul et tombe. Ne fait rien gagner du tout pourtant orienté vers les antennes à 1 km. Inutile j’aurais du lire les commentaires . 10 euros gaspillés. Direction la pouvelle",Les ceinture sont bien taille normal elle souligne la taille,0
il est même joint un bon de livraison stipulant l'adresse et le mail du fournisseur.,déçu par la taille du produit,0
J’en avais une petite brosse et je n’a Fais que recommander la même. Mais celle que j’ai reçu avait un diamètre plus grand . Reste que la qualité est très bonne,en remplacement d'un balai défectueux la livraison a été rapide . le balai correspond bien a ma demande,0
"déçue de ce produit, dimensions non décrites , trop petite pour mon chat , c est pour un chaton! mon chat qui n est pas gros ne peut pas rentrer dedans ?","Excellentes lampes solaires. La détection des personnes se fait à plusieurs mètres sans problème. Le panneau solaire recharge bien, même par temps peu ensoleillé. L'éclairage est vraiment très puissant et bien large grâce aux LED latérales. Bref, un excellent article.",0
Ne fonctionne pas m'aime petit fui,"Acheté car j’avais casser la nappe du bouton home donc il était devenu non fonctionnel, et bah surprise, il ne marche pas plus avec ce nouvel écran, qui a des couleurs médiocre et un tactile qui ne répond pas des masses! Ultra déçu",1
Commandé pour utilisation après dermaroller Ca hydrate effectivement bien La texture est très liquide mais la peau l'absorbe très bien.,"Ces chaussettes en fibre de bambou sont confortables et à la bonne taille. Elles ne glissent pas, tiennent bien et sans serrer.",1
J ai commandé 3 coques elles sont toutes trop large par rapport a la taille de mon téléphone du coup j ai peur que le telephone ne soit pas bien maintenu,"J'ai mesuré le diamètre des tubes de ma serre, ai acheté ces clips qui correspondaient, mais j'ai du forcer pour les mettre, résultat des courses, la bâche est fragilisée et se perce en laissant les clips qui tiennent bien par vent...",1
"Génial, confortable et peu encombrant, je recommande à ceux qui veulent détendre leurs muscles !",les chiffres s affichent a moitier -pas clair les chiffres -les chiffres sont embrouilles -je ne donc pas lire distinctement .,0
"manche vraiment trop court , brosse également trop petite, et les poils ne tiennent pas . à fuir","le plaid a de très jolis motifs en 3D, pratique quand on veut changer de couleur juste à le tourner, livraison rapide, mais la longueur est un peu juste pour mettre sur un canapé",0
cette plaque est l idéal pour un usage régulier avec les découpes on utilise plus qu une seule plaque transparente donc + économique,"Pratique et correct, pas besoin de defaire le siege auto",1
Purement décoratif ne vous indique absolument pas la météo! Emballage du carton tres correct,ai acheter deux pièces une ne fonctionne pas elle reste tj allumer et ne donne pas l effets flamme .,1
C top pr protéger le portable. Le rabat transparent est très pratique mais se casse facilement. Je le racheterai sans problème mais je ferais attention à ne pas le faire tomber,Je recommande se produit nous avions acheter une autre game de produit et la charge ne tener pas . On peut y jouer pas mal du sais deux batteries et un temp rapide pour leS chargers ... facile d'utilisation...Mon compagnon en est ravie,1
"Les ampoules sont trop bruyantes. Pour des lampes de chevet, c'est très gênant. Je vais peut-être les retourner.",Parfum reçu très rapidement dans ma boîte aux lettres. Bien emballé dans un petit carton.,0
il n'a pas fonctionné et on est obligé d'avoir un ordinateur pour le faire fonctionner quand cela fonctionne ;;;;;;;;;;;;;; ;;;;;,"Cela marche une fois sur deux, voire sur trois. Heureusement, je l'ai eu en réduction. Je ne recommande pas ce produit.",1
"Arnaque, le produit ne fonctionne pas.",Tres decu voir très dangereux. Les câbles chauffent et fondent sur le S8. A éviter,1
"Prévu pour de grandes surfaces (40 à 60 m²), cet appareil a un bon débit, une jolie finition. C'est un budget, certes, mais on a l'impression que la qualité est au RDV, à confirmer avec le temps. Pour le moment, très satidfait.",J'ai déjà acheté et utilisé ces articles - déjà utilisé d'autres lampes solaires de depuis près de deux ans. Elles n'ont pas échoué. Les nouvelles sont arrivées cette semaine et je suis très impressionné - le rendement lumineux est fabuleux et la qualité de la construction superbe - je n'aurais aucune hésitation à recommander ces unités à quiconque.,1
"une simple chute et le casque est cassé, inutilisable par conséquent je déconseille fortement ce produit de la vraie camelote",Parfait grande taille,0
Je ne sait pas où mettre pas pile pour allumer la tablettes,Tout à fait satisfaite,0
"Même avant ouverture, il y avait un grain de poussière. Au soleil, on a l'apparition de points sur la protection, j'avais pas ça avec celui fourni par One Plus. Au bout de quelques jours d'utilisation, l'écran s'est fissuré de 0.5 cm sans le moindre choque. Enfin, la colle sur les côtés, elle ne tient vraiment pas. Si vous avez de l'argent a jeter, acheter ce produit !!!","Arrivé ds les temps, testé 2 fois,le masque est agréable à porter et ne bouge pas pendant le sommeil.réglage à scratch",0
fait son job super produit fonctionnel je conseille,Cela fait la troisième génération de coque soigné que je prends. Au début c’était surtout pour le poser sur une table puis ensuite pour sa protection. Peux être un peu grosse .,1
"Je voulais quelque chose de plus léger qu'un casque Bluetooth pour le beau temps mais je suis très déçu. Le qualité du son n'est vraiment pas satisfaisante, ça crache. Le son se coupe et se remet toute de suite et ça dure 10 mins (portée trop faible ?). La tenu de batterie est ridicule (1h peut être 2). La bouton reste souvent enfoncé. Les écouteurs intra oriculaires ne tiennent pas si je fais mon sport (j'ai changé la taille plusieurs fois) Bref j'ai voulu donner une chance à un prix raisonnable...",La mallette est très complète et la notice est simple. Elle indique de plus quels sont les produits à utiliser si les mesures ne sont pas bonnes. Les tests sont très simples à réaliser.,0
"Produit conforme à la description, bon rapport qualité prix et fournisseur sérieux.","Comme mentionné dans d'autres commentaire, la protection colle très mal à l'écran et n'épouse pas totalement les formes du Note 8. le plus ennuyant, c'est la réactivité et sensibilité de l'écran qui se trouve très grandement amputé après la pose. Du coup, je l'ai retiré car inutilisable. 9€ de fichu en l'air... Je déconseille vivement cette protection",0
en cette periode de milliers de colis l emballage est bien trop faible fragile aux choc juste pour que ca ne se reproduise pas,Pour boire un verre entre amis,0
Effet particulièrement lissant. Laisse une peau très douce à maquiller avec un fond de teint très fluide ou simplement une poudre,"Ces petits crochets sont bien, attention c'est pour du verre d'epaisseur maximum 5 mm et faut forcer, pour 4 mm c'est bien, il en manquerait 2 pour que ce soit mieux équilibré je trouve, pour un bac carré ça va mais pour un rectangulaire c'est un peu leger, sinon ils tiennent bien au verre",1
Le rouge a lèvre n’est pas matte comme écrit et la couleur n’est pas la même que sur la photo. Dommage,"Cette batterie ne tiens pas la charge passe de 35% a 0 d'un seul coup , l'ancienne batterie de mon tel fonctionne beaucoup mieux , vraiment déçu de mon achat .",1
Beau produit. Livraison rapide.,"Piles achetées mi janvier, et vides, 3 mois plus tard. Sachant que les piles précédentes avaient fonctionné pendant 1 an... Très déçue",0
Trop déçu. BEAU COFFRET offert à noël 2016 mais après jamais réutilisé car les recharges sont rares et très cher. On ne fait pas grand chose avec et la recharge coute une blinde pfff,Se ne sont pas des supports magnétiques comme indiqué dans le titre se sont des supports pour des pièces magnétiques ! il y a une grande différence entre ces deux phrases ce qui prête à confusion .,1
"Fait le travail, à condition que l'enregistrement, le support et le lecteur source soient de bonne qualité.",Les sacs ne sont pas étanches et l'air entre. Je suis très déçue !,0
Vraiment très agréable à utiliser. Attention cependant car de par sa forme l’index peut se retrouver à l’emplacement de sortie du laser. J’ai mis un peu de temps à comprendre que c’était mon doigts qui masquait le laser et pas la pile qui était déchargée.,Rien à redire sur la finition et matière mais inadapté à deux smartphone même de taille réduite. Trop serré - Difficile de dégager l'un ou l'autre de l'étui. Oubliez les prises d'appels rapides,0
Très joli livre avec plusieurs jolies histoires a l intérieur et de beau dessins.,"Grand Tapis assez large pour votre souris et votre clavier, très beau design, des matériaux de qualité utilisé, très bon grip, malgré vos mouvements le tapis ne bougera pas. Je vous le conseille fortement, conforme aux descriptions, entièrement satisfait.",1
Ces câbles sont très pratiques pour assurer les raccordement dans un petit Hub.,Cette ampoule est très jolie. Je l'ai recu bien emballée pour éviter qu'elle se casse lors du transport. J'ai mis 4 étoiles car elle éclaire pas énormément.,1
Franchement un excelent produit!!,"Le salon de jardin correspond bien à l'image et le niveau de qualité est correct. Les dossiers ne sont attachés qu'avec une visse et ont donc tendance à grincer un peu. Il faudra voir avec l'évolution avec le temps. Par contre le transporteur s'est trompé à l'envoi et m'a transmis 2 chaises en lieu et place du banc et de la table. Le fournisseur a refusé de transmettre le reste du salon avant réception des 2 chaises en trop... Bref, j'ai mis un mois et une vingtaine d'e-mails de plus que prévu à recevoir le salon complet.",0
Pas de livraison ... obligé d’annuler l’achat,Très bonne coque rentre parfaitement sur le téléphone coque bien épaisse elle est de très bonne qualité je conseille cette coque,0
Ça laisse des traces au ventre c'est horrible,j'ai testé cette huile pour protéger mon chat des parasites a voir il faut juste faire abstraction de l'odeur qui sent très forte,0
"Bols chantants tibétains et de cristal, ce livre est intéressant.",Le verre trempé n adhère pas correctement à l ecran du salsung A20 qui est légèrement incurvé sinon il faut l utiliser sans coque.. pas top pour un ado !,0
Le sac en lui meme est tres bien mais les accroches qui permettent de fixer les anses au sac sont de trop light. ca a cédé en 1 semaine.. On va devoir les consolider. mais a part ca il fait le job,C un beau film à regarder en famille c la passion des chevaux.,0
on me dit que le produit a eté livré alors que je n ai rien recu ni meme receptionné ...,Bon produit nettoyant,0
"Il m'est demandé pour quel usage ai-je commandé cette cartouche...ça me paraît évident! Pour le reste: reçue dans les temps prévus, parfaitement conditionnée...il faut à présent voir lors de l'utilisation.","Très bon produit dans l'ensemble, très pratique mais quelque difficultés pour voir clairement le pointeur laser sur les extérieurs en plein jour",1
J'ai commandé ces housses et à l'arrivée une de ces housses couleur était défectueuse : la fermeture éclair ne fonctionner pas du tout et risquer de se casser ; de plus ces housses sont un peu petites en longueur .,Commande passée le 17 décembre pour une livraison avant Noel annoncée en 3-4 jours pour le 21 décembre puis sans raison reportée au 26 décembre pour au final etre livré le 23 décembre..... un peu limite!,1
"J'ai installé cette protection une première fois et il colle mal dans le coin supérieur gauche, deuxième essaie car 2 films livrés, même chose... j'ai pourtant l'habitude de le faire. Pas satisfait du produit.",Une prise quotidienne et plus de soucis d infection urinaire .quel soulagement !!!! C est ma 1ere cure mais j en suis satisfaite,0
Reçu avant la date !!! Super,Voila sans la housse,0
Je l'ai commandé en noir avec fourrure gris comme indiqué sur la photo mais le soucis c'est la fourrure est en fait de couleur violet. Voilà pourquoi 2 étoile.,"Produit reçu à temps, taille prévue comme commandée, rein à redire. Contente de mon achat.",0
je n'ai pas reçu le produit j'ai un livre à la place . un vendeur à éviter absolument,Mon fils l'aime beaucoup ! Très bon achat mais un peu excessif !!!,0
Pas du tout nourrissante decue,Article qui a fonctionné que 2 mois. Très déçue car mes chats l'avaient adopté:retour à la case départ.,1
"Produit reçu à temps, taille prévue comme commandée, rein à redire. Contente de mon achat.","C'est une recharge pris du stylo offert, ça n'a pas été testé mais la livraison a été respectée et le produit est conforme aux indications sur Amazon.",1
"Mauvais contact sur la prise USB du côté PC... Vérifié sur plusieurs PC de marque (DELL, HP, etc.) et toujours le même problème : Si l'on enfonce au maximum la prise USB du côté PC, le périphérique n'est pas reconnu ! > La solution : Retirer d'env. 1 mm la prise USB connectée dans le PC, et là oh miracle ça fonctionne ! Pas top !!!",Problème avec un élément d'un des pieds qui ne fonctionne plus ! Il ne s'ouvre plus et ne se referme plus.,0
Pièces en papier cartonné. Pas bien.,"La boite a été rescotchée, il ne s'agit pas des adhésifs d'origine, c'est sur. PAS DE MODE D'EMPLOI en français, alors que sur la boite, tout est écrit en français, il manque des chose dans la boite. J'accepte d'avoir des produit reconditionné, SI C'EST PRÉCISE AVANT, et surtout pas au prix du NEUF. Je me tâte a tout renvoyer, INADMISSIBLE. Très déçu du service Amazon.",1
"Rapport qualité-prix excellent, enfin en 18:9 accessible. Très sobre et classe, le logo Wiko n'apparaît que derrière en incrustation noir sur noir donc très discret. On regrette uniquement le manque de FullHD sur l'écran Je recommande ce produit pour de l'entrée de gamme et pour gouter au charme du 18:9","Pour tester notre eau sortie compteur, sortie d un système de filtration qui comprend un filtre au charbon activité. On est dans une région où l'eau est bonne. Bonne vérification pour contrôler les dires du service des eaux.",1
Très bon sac mais l'ordinateur 15 pouces ne rentre pas... C'est Vraiment dommage,"Très bon parfum, j'avais l'habitude de le commander chez Avon il y a vingt ans de cela, et j'ai été ravie de le retrouver chez Amazon.",0
"Comme mentionné dans d'autres commentaire, la protection colle très mal à l'écran et n'épouse pas totalement les formes du Note 8. le plus ennuyant, c'est la réactivité et sensibilité de l'écran qui se trouve très grandement amputé après la pose. Du coup, je l'ai retiré car inutilisable. 9€ de fichu en l'air... Je déconseille vivement cette protection",enfin des poupées grosses et frisés,0
Très bon produit pour ce téléphone.,"Au début il fonctionnait parfaitement. au bout de 3 semaines, les écouteurs ne fonctionnaient plus correctement, il fallait tordre le fil pour avoir un son correct.",0
TRES BON PRODUIT tout à fait conforme au descriptif . mesure parfaite pour l'utilité que j'en ai. rangement de perches et autres dans mon cabanon. Et comme toujours ENVOI TRES RAPIDE,Expédition rapide. Produit bien protégé dans une boite carton. Le rapport qualité prix est excellent. Le produit est visuellement de qualité. A voir maintenant dans son utilisation sur du long terme.,1
"Cadeau très sympa, elle a fait son petit effet !",Tres satisfait je m en sert tout les jours pour mon travail et jen ai recommandé. je recommande ce produit,1
"Ces petits coussins sont plutôt discrets, presque trop selon la forme de votre appui tête. Ils mériteraient d'être plus gros pour vraiment soutenir la nuque.","Trucks de mauvaise qualité ,dommage car le look est sympa la planche par elle-même est bien néanmoins roues et trucks de piètre qualité",1
Encore plus beau en vrai . Ma fille est ravie,"A réception du produit, emballage endommagé. Toutes les agrafes étaient mélangées. Très déçue.",0
Reçu niquel mais ne fonctionne pas du tout.,"j'ai reçu le sticker tout froissé et plié, impossible de le coller; grosse déception",1
